experiment,condition,metric,v1_1_point,v1_2_point,point_delta,v1_1_ci_low,v1_1_ci_high,v1_2_ci_low,v1_2_ci_high,ci_low_delta,ci_high_delta,repair_scope,expected_change,status
D2_ISRUC_TO_SLEEPEDF,C4,ERROR_AUROC,0.7102167499790765,0.7102167499790765,0.0,0.6925693211026073,0.72729490510862,0.6925693211026073,0.72729490510862,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C4,ERROR_AUPRC,0.6648098551093492,0.6648098551093492,0.0,0.6477474150203796,0.6814239701016231,0.647741894074915,0.6814191374962077,-5.520945464576599e-06,-4.832605415394653e-06,AUPRC/AURC,ALLOWED_AFFECTED,PASS
D2_ISRUC_TO_SLEEPEDF,C4,AURC,0.3236179747490642,0.3236179747490642,0.0,0.28738551270572377,0.3627447918966567,0.2873851577656383,0.3627438610286161,-3.549400854896412e-07,-9.308680405939462e-07,AUPRC/AURC,ALLOWED_AFFECTED,PASS
D2_ISRUC_TO_SLEEPEDF,C4,coverage_0.1,0.8757578021388355,0.8757578021388355,0.0,0.8568618769591578,0.8933236397050587,0.8568618769591578,0.8933236397050587,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C4,gap_0.1,0.02424219786116451,0.02424219786116451,0.0,0.006676360294941427,0.04313812304084219,0.006676360294941427,0.04313812304084219,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C4,coverage_0.05,0.90545215895791,0.90545215895791,0.0,0.8906414424136427,0.9202647353500236,0.8906414424136427,0.9202647353500236,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C4,gap_0.05,0.044547841042089864,0.044547841042089864,0.0,0.029735264649976233,0.05935855758635729,0.029735264649976233,0.05935855758635729,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C5,macro-F1,0.3604298679242472,0.3604298679242472,0.0,0.34052963401369496,0.38012769338345315,0.34052963401369496,0.38012769338345315,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C5,NLL,1.2605518443735386,1.2605518443735386,0.0,1.2023102874555531,1.328767481560567,1.2023102874555531,1.328767481560567,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C5,Brier,0.6963683419993864,0.6963683419993864,0.0,0.6749576743845349,0.7184655378552605,0.6749576743845349,0.7184655378552605,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C5,ERROR_AUROC,0.5914149000145245,0.5914149000145245,0.0,0.5758793328267623,0.60699185358376,0.5758793328267623,0.60699185358376,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C5,ERROR_AUPRC,0.6044357667385408,0.6044357667385408,0.0,0.5859275875987096,0.6227444016431043,0.5859188850628406,0.6227403829928442,-8.702535868931882e-06,-4.018650260118051e-06,AUPRC/AURC,ALLOWED_AFFECTED,PASS
D2_ISRUC_TO_SLEEPEDF,C5,AURC,0.4574303629363763,0.4574303629363763,0.0,0.43194603922791475,0.4824798405216811,0.4319462804780856,0.48247873183382906,2.4125017084042355e-07,-1.1086878520250032e-06,AUPRC/AURC,ALLOWED_AFFECTED,PASS
D2_ISRUC_TO_SLEEPEDF,C5,coverage_0.1,0.9195321970016459,0.9195321970016459,0.0,0.9105404591008031,0.9281741853535264,0.9105404591008031,0.9281741853535264,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C5,gap_0.1,-0.019532197001645917,-0.019532197001645917,0.0,-0.028174185353526292,-0.010540459100802979,-0.028174185353526292,-0.010540459100802979,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C5,coverage_0.05,0.9623587116218953,0.9623587116218953,0.0,0.9575661957511841,0.9667944611534212,0.9575661957511841,0.9667944611534212,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C5,gap_0.05,-0.012358711621895427,-0.012358711621895427,0.0,-0.016794461153421293,-0.007566195751184084,-0.016794461153421293,-0.007566195751184084,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
