experiment_id,condition,metric,point,bootstrap_mean,bootstrap_median,bootstrap_sd,bias,ci_low,ci_high,point_inside_CI,finite_replicates,undefined_replicates
D2_ISRUC_TO_SLEEPEDF,C4,coverage_0.1,0.8757578021388355,0.8758967818086102,0.8758713188083741,0.009169719047534742,0.0001389796697747192,0.8568618769591578,0.8933236397050587,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C4,gap_0.1,0.02424219786116451,0.024103218191389764,0.024128681191625957,0.009169719047534743,-0.00013897966977474696,0.006676360294941427,0.04313812304084219,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C4,coverage_0.05,0.90545215895791,0.9055809852564094,0.9056300497855835,0.007537107281601817,0.00012882629849941818,0.8906414424136427,0.9202647353500236,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C4,gap_0.05,0.044547841042089864,0.04441901474359065,0.044369950214416407,0.007537107281601817,-0.00012882629849921695,0.029735264649976233,0.05935855758635729,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C5,macro-F1,0.3604298679242472,0.3605237823953296,0.36027830842760766,0.010064169353222126,9.391447108242357e-05,0.34052963401369496,0.38012769338345315,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C5,NLL,1.2605518443735386,1.2602231290190475,1.2591661967043235,0.03181449569724306,-0.0003287153544910826,1.2023102874555531,1.328767481560567,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C5,Brier,0.6963683419993864,0.6961783474059394,0.695900027870919,0.011232925637737586,-0.00018999459344692937,0.6749576743845349,0.7184655378552605,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C5,ERROR_AUROC,0.5914149000145245,0.5914088243945909,0.5913594600211689,0.007929924030314749,-6.0756199335987304e-06,0.5758793328267623,0.60699185358376,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C5,ERROR_AUPRC,0.6044357667385408,0.6042596463436967,0.6041793062428851,0.00957930036942563,-0.0001761203948441592,0.5859275875987096,0.6227444016431043,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C5,AURC,0.4574303629363763,0.45712409891258815,0.45696658101331683,0.01309198586741763,-0.00030626402378813866,0.43194603922791475,0.4824798405216811,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C5,coverage_0.1,0.9195321970016459,0.9196198143951229,0.9195691649636639,0.004502766794623034,8.761739347695752e-05,0.9105404591008031,0.9281741853535264,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C5,gap_0.1,-0.019532197001645917,-0.019619814395122847,-0.019569164963663822,0.004502766794623034,-8.761739347692976e-05,-0.028174185353526292,-0.010540459100802979,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C5,coverage_0.05,0.9623587116218953,0.9624139107770113,0.9624056279111779,0.002364572692295941,5.519915511598139e-05,0.9575661957511841,0.9667944611534212,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C5,gap_0.05,-0.012358711621895427,-0.012413910777011393,-0.012405627911177886,0.0023645726922959425,-5.519915511596578e-05,-0.016794461153421293,-0.007566195751184084,True,2000,0
